calls_ivr_id,calls_phone_number,repeated_phone_24H,cause_recall_phone_24H
1671049049,NULL,1,1
1671049049,NULL,1,1
1671049049,NULL,1,1
1671049049,NULL,1,1
1671049049,NULL,1,1
1671049049,NULL,1,1
1671009467,NULL,1,1
1671009467,NULL,1,1
1671009467,NULL,1,1
1671009467,NULL,1,1
1671009467,NULL,1,1
1671009467,NULL,1,1
1671009467,NULL,1,1
1671009467,NULL,1,1
1671009467,NULL,1,1
1671009467,NULL,1,1
1671009467,NULL,1,1
1671470647,NULL,1,1
1671470647,NULL,1,1
1671470647,NULL,1,1
1671470647,NULL,1,1
1671470647,NULL,1,1
1671470647,NULL,1,1
1671470647,NULL,1,1
