ivr_id,phone_number,ivr_result,vdn_aggregation,start_date,end_date,total_duration,customer_segment,ivr_language,steps_module,module_aggregation,document_type,document_identification,customer_phone,billing_account_id,masiva_lg,info_by_phone_lg,info_by_dni_lg,repeated_phone_24H,cause_recall_phone_24H
1671027800,ru3U3fPTqoHJ/FUICB/tIQ==,AGENT,TECH,14/12/2022 14:23:20,14/12/2022 14:23:47,27,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,ru3U3fPTqoHJ/FUICB/tIQ==,NULL,1,0,0,1,1
1671564014,bKq4ID30N9hxke32ZTWLjA==,AGENT,TECH,20/12/2022 19:20:14,20/12/2022 19:20:49,35,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,bKq4ID30N9hxke32ZTWLjA==,NULL,1,0,0,1,1
1671188584,A6jkacaPnNfunOVTp1D17Q==,AGENT,TECH,16/12/2022 11:03:04,16/12/2022 11:03:30,26,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,NULL,NULL,1,0,0,1,1
1670923250,YsyKLGLB6ubhFOVVLnF8Dg==,AGENT,TECH,13/12/2022 9:20:50,13/12/2022 9:21:17,27,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,YsyKLGLB6ubhFOVVLnF8Dg==,NULL,1,0,0,1,1
1671134105,4LdPx9sqR4GHY0cWqlZkiQ==,AGENT,TECH,15/12/2022 19:55:05,15/12/2022 19:55:34,29,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,NULL,NULL,1,0,0,1,1
1671007965,Sq90ZefrIb70y8v6iJLihg==,AGENT,TECH,14/12/2022 8:52:45,14/12/2022 8:53:26,41,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,Sq90ZefrIb70y8v6iJLihg==,NULL,1,0,0,1,1
1671295349,d0Uif/iuUYQpItQpVcpjUA==,AGENT,TECH,17/12/2022 16:42:29,17/12/2022 16:43:06,37,B2C,CAT,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,d0Uif/iuUYQpItQpVcpjUA==,NULL,1,0,0,1,1
1671442171,Jfleif0XGOZfh7AQbSkItg==,AGENT,TECH,19/12/2022 9:29:31,19/12/2022 9:29:59,28,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,NULL,NULL,1,0,0,1,1
1670952242,4LdPx9sqR4GHY0cWqlZkiQ==,AGENT,TECH,13/12/2022 17:24:02,13/12/2022 17:24:29,27,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,NULL,NULL,1,0,0,1,1
1670777065,SjEV5kJq1R9C2Ki9HPGs1A==,AGENT,TECH,11/12/2022 16:44:25,11/12/2022 16:45:02,37,B2C,CAT,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,SjEV5kJq1R9C2Ki9HPGs1A==,NULL,1,0,0,1,1
1671462621,OQ9szWhMeSdEIV+JixKpzQ==,AGENT,TECH,19/12/2022 15:10:21,19/12/2022 15:10:46,25,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,OQ9szWhMeSdEIV+JixKpzQ==,NULL,1,0,0,1,1
1671296424,LjMbqczbSM2HbkeYmt5KXg==,AGENT,TECH,17/12/2022 17:00:24,17/12/2022 17:00:56,32,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,NULL,NULL,1,0,0,1,1
1671291356,q5fRuCw3no0lXAp6txuzAw==,AGENT,TECH,17/12/2022 15:35:57,17/12/2022 15:37:10,73,B2B,ESP,1,"WELCOME,IDENTIFICACION,CQI,AVERIA_MASIVA,DEUDA,OPEN_QUESTION,AGENT,END",NULL,NULL,NULL,NULL,1,0,0,1,1
1671461432,xGaius6m26RQsvSYx5g1rA==,AGENT,TECH,19/12/2022 14:50:32,19/12/2022 14:51:49,77,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,OPEN_QUESTION,AGENT,END",NULL,NULL,NULL,NULL,0,0,0,1,1
1671551227,qil64DiKhPYUXayiW0UbEw==,AGENT,TECH,20/12/2022 15:47:07,20/12/2022 15:48:12,65,B2C,ESP,1,"WELCOME,IDENTIFICACION,CQI,OPEN_QUESTION,AGENT,END",NULL,NULL,NULL,NULL,0,0,0,1,1
